id,name,Eq,position,V_rate,P_rate,volt_n,node,P,Q,Ue,Ang,off,P_meas,Q_meas,Ue_meas,Ang_meas,P_max,P_min,Q_max,Q_min,pf,nd,bs,island,type,volt,base_value,Interval 1,Interval 10,Interval 11,Interval 12,Interval 13,Interval 14,Interval 15,Interval 16,Interval 17,Interval 18,Interval 19,Interval 2,Interval 20,Interval 21,Interval 22,Interval 23,Interval 24,Interval 25,Interval 26,Interval 27,Interval 28,Interval 29,Interval 3,Interval 30,Interval 31,Interval 32,Interval 33,Interval 34,Interval 35,Interval 36,Interval 37,Interval 38,Interval 39,Interval 4,Interval 40,Interval 41,Interval 42,Interval 43,Interval 44,Interval 45,Interval 46,Interval 47,Interval 48,Interval 49,Interval 5,Interval 50,Interval 51,Interval 52,Interval 53,Interval 54,Interval 55,Interval 56,Interval 57,Interval 58,Interval 59,Interval 6,Interval 60,Interval 61,Interval 62,Interval 63,Interval 64,Interval 65,Interval 66,Interval 67,Interval 68,Interval 69,Interval 7,Interval 70,Interval 71,Interval 72,Interval 73,Interval 74,Interval 75,Interval 76,Interval 77,Interval 78,Interval 79,Interval 8,Interval 80,Interval 81,Interval 82,Interval 83,Interval 84,Interval 85,Interval 86,Interval 87,Interval 88,Interval 89,Interval 9,Interval 90,Interval 91,Interval 92,Interval 93,Interval 94,Interval 95,Interval 96,Unittype,bid1,bid10,bid2,bid3,bid4,bid5,bid6,bid7,bid8,bid9,m1,m10,m2,m3,m4,m5,m6,m7,m8,m9,发电占比,电厂,电量上限,电量下限,结束时段,计划单元,计划单元.1,起始时段
156,田湾河厂.13.8kV.2#机组,0,0,0,133.33,220,四川.田湾河厂.13.3004,98.092,-1.245,13.03,4.756,0,99.07,-1.46,13.38,0,120,0,58.12,-58.12,1,4971,3004,0,Unit,13,13.8,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,799.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,154268,199.9875,0,96,田湾河,田湾河,1
157,铁厂河厂.10.5kV.1#机组,0,0,0,47.06,220,四川.铁厂河厂.10.3007,0,0,10.048,0.293,1,0,0,0,0,40,0,24.79,-25,1,4989,3007,0,Unit,10,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
158,铁厂河厂.10.5kV.2#机组,0,0,0,47.06,220,四川.铁厂河厂.10.3007,13.72,-1.446,10.048,0.293,0,14.92,-0.1,10.01,0,40,0,24.79,-25,1,4991,3007,0,Unit,10,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
159,万和厂.10.5kV.4#机组,0,0,0,40.76,220,四川.万和厂.10.3045,34.717,2.799,10.065,-21.498,0,34.68,2.16,10.21,0,37.5,0,15.97,-20,1,5073,3045,0,Unit,10,10.5,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154729,30.57,0,96,万和,万和,1
160,万和厂.10.5kV.1#机组,0,0,0,40.76,220,四川.万和厂.10.3044,32.817,0,10.117,-22.697,0,32.78,0,10.26,0,37.5,0,15.97,-20,1,5063,3044,0,Unit,10,10.5,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154729,30.57,0,96,万和,万和,1
161,万和厂.10.5kV.2#机组,0,0,0,40.76,220,四川.万和厂.10.3044,34.626,6.247,10.117,-22.697,0,34.58,4.86,10.26,0,37.5,0,15.97,-20,1,5065,3044,0,Unit,10,10.5,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154729,30.57,0,96,万和,万和,1
162,万和厂.10.5kV.3#机组,0,0,0,40.76,220,四川.万和厂.10.3045,33.495,2.489,10.065,-21.498,0,33.46,1.92,10.21,0,37.5,0,15.97,-20,1,5071,3045,0,Unit,10,10.5,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,122.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154729,30.57,0,96,万和,万和,1
163,瓦屋山厂.13.8kV.11#机组,0,0,0,152.94,220,四川.瓦屋山厂.13.3041,130.326,13.008,13.328,-5.416,0,130.34,14.2,13.34,0,120,0,80.57,-80.57,1,5049,3041,0,Unit,13,13.8,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,154391,97.1575,0,96,瓦屋山,瓦屋山,1
164,瓦屋山厂.13.8kV.12#机组,0,0,0,152.94,220,四川.瓦屋山厂.13.3042,129.136,12.278,13.321,-5.412,0,129.23,13.52,13.24,0,120,0,80.57,-80.57,1,5051,3042,0,Unit,13,13.8,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,388.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,154391,97.1575,0,96,瓦屋山,瓦屋山,1
165,威州厂.10.5kV.1#机组,0,0,0,26.67,220,四川.威州厂.10.3055,0,0,10.212,-14.905,1,0,0,0,0,24,0,11.62,-23,1,5083,3055,0,Unit,10,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
166,威州厂.10.5kV.2#机组,0,0,0,26.67,220,四川.威州厂.10.3055,25.426,-3.195,10.212,-14.905,0,25.37,-2.47,10.25,0,24,0,11.62,-23,1,5085,3055,0,Unit,10,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
167,威州厂.10.5kV.3#机组,0,0,0,26.67,220,四川.威州厂.10.nd5093,0,0,0,0,1,-0.2,-0.16,0,0,24,0,11.62,-23,1,5093,3056,-1,Unit,10,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
168,小关子厂.10.5kV.1#机组,0,0,0,40,220,四川.小关子厂.10.3118,11.045,-0.748,10.097,-17.342,0,11.08,-0.57,10.11,0,40,0,24.79,-25,1,5164,3118,0,Unit,10,10.5,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154353,30,0,96,小关子,小关子,1
169,小关子厂.10.5kV.2#机组,0,0,0,40,220,四川.小关子厂.10.3118,34.617,0.838,10.097,-17.342,0,34.72,1.22,10.13,0,40,0,24.79,-25,1,5174,3118,0,Unit,10,10.5,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154353,30,0,96,小关子,小关子,1
170,小关子厂.10.5kV.3#机组,0,0,0,40,220,四川.小关子厂.10.3119,33.57,1.835,10.128,-15.582,0,33.69,2.09,10.27,0,40,0,24.79,-25,1,5176,3119,0,Unit,10,10.5,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154353,30,0,96,小关子,小关子,1
171,小关子厂.10.5kV.4#机组,0,0,0,40,220,四川.小关子厂.10.3119,33.342,1.668,10.128,-15.582,0,33.47,1.9,10.25,0,40,0,24.79,-25,1,5178,3119,0,Unit,10,10.5,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154353,30,0,96,小关子,小关子,1
172,东岳厂.20kV.31#机组,0,0,0,352.94,220,四川.东岳厂.20.820,186.041,14.18,20.127,-22.549,0,186.03,13.96,-1.04,0,300,180,185.92,-185.92,1,19822,820,0,Unit,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,96.6,170.03,101.01,106.4,112.77,119.98,128.17,137.2,147.21,158.2,138,18,18,18,18,18,18,18,18,18,,,,,,,,
173,东岳厂.20kV.32#机组,0,0,0,352.94,220,四川.东岳厂.20.nd19826,0,0,0,0,1,0,0,12,0,300,180,185.92,-50,1,19826,821,-1,Unit,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,88.34,136.71,91,94.36,98.42,103.11,108.5,114.52,121.24,128.66,138,18,18,18,18,18,18,18,18,18,,,,,,,,
174,联补厂.10.5kV.1#机组,0,0,0,72.22,220,四川.联补厂.10.3750,2.5,-8.176,9.816,-3.262,0,2.68,-9.5,9.77,0,65,0,31.48,-25,1,3861,3750,0,Unit,10,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
175,联补厂.10.5kV.2#机组,0,0,0,72.22,220,四川.联补厂.10.3751,42.477,-10.919,9.639,1.737,0,42.7,-12.6,9.74,0,65,0,31.48,-20,1,3863,3751,0,Unit,10,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
176,偏桥厂.13.8kV.1#机组,0,0,0,95,220,四川.偏桥厂.13.nd4363,0,0,0,0,1,-0.09,0,0,0,76,0,57,-18,1,4363,3753,-1,Unit,13,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
177,偏桥厂.13.8kV.2#机组,0,0,0,95,220,四川.偏桥厂.13.3754,68.642,-6.163,12.747,5.72,0,69.05,-4,12.75,0,76,0,57,-18,1,4365,3754,0,Unit,13,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
178,偏桥厂.13.8kV.3#机组,0,0,0,95,220,四川.偏桥厂.13.3755,61.078,-5.335,12.773,5.077,0,61.58,-3,12.75,0,76,0,57,-18,1,4375,3755,0,Unit,13,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
179,五一桥厂.10.5kV.1#机组,0,0,0,50,220,四川.五一桥厂.10.3771,34.56,-0.819,10.03,5.046,0,34.78,-0.05,10.11,0,44,0,23.75,-20,1,5852,3771,0,Unit,10,10.5,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154170,38.21,0,96,五一桥,五一桥,1
180,五一桥厂.10.5kV.2#机组,0,0,0,50,220,四川.五一桥厂.10.3772,5.286,-0.612,10.067,-0.16,0,5.46,0.42,10.11,0,44,0,23.75,-20,1,5854,3772,0,Unit,10,10.5,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154170,38.21,0,96,五一桥,五一桥,1
181,五一桥厂.10.5kV.3#机组,0,0,0,50,220,四川.五一桥厂.10.3772,0,0,10.067,-0.16,1,0,0,0,0,44,0,23.75,-20,1,5864,3772,0,Unit,10,10.5,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,152.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154170,38.21,0,96,五一桥,五一桥,1
182,姚河坝厂.10.5kV.1#机组,0,0,0,44,220,四川.姚河坝厂.10.3403,36.597,-1.125,10.1,1.733,0,36.68,-0.88,10.13,0,44,0,24,-25,1,5370,3403,0,Unit,10,10.5,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154304,33,0,96,姚河坝,姚河坝,1
183,姚河坝厂.10.5kV.2#机组,0,0,0,44,220,四川.姚河坝厂.10.3404,11.111,-0.904,10.092,-0.361,0,11.13,-0.91,10.1,0,44,0,24,-25,1,5372,3404,0,Unit,10,10.5,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154304,33,0,96,姚河坝,姚河坝,1
184,姚河坝厂.10.5kV.3#机组,0,0,0,44,220,四川.姚河坝厂.10.3404,31.615,-4.12,10.092,-0.361,0,31.67,-4.15,10.1,0,44,0,24,-25,1,5378,3404,0,Unit,10,10.5,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154304,33,0,96,姚河坝,姚河坝,1
185,金窝厂.15.7kV.1#机组,0,0,0,133.33,220,四川.金窝厂.15.3779,116.624,-2.265,14.847,6.274,0,117.35,-2.73,15.19,0,120,0,58.12,-60,1,5900,3779,0,Unit,15,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
186,金窝厂.15.7kV.2#机组,0,0,0,133.33,220,四川.金窝厂.15.3780,115.6,2.341,14.916,6.181,0,116.56,2.29,15.34,0,120,0,58.12,-60,1,5910,3780,0,Unit,15,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
187,柳坪厂.10.5kV.1#机组,0,0,0,47.06,220,四川.柳坪厂.10.3783,39.959,1.388,10.32,-11.967,0,40.3,1.3,10.4,0,40,0,24.79,-25,1,5912,3783,0,Unit,10,10.5,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,154438,64.795,0,96,柳坪,柳坪,1
188,柳坪厂.10.5kV.2#机组,0,0,0,47.06,220,四川.柳坪厂.10.3784,39.976,-0.375,10.364,-10.328,0,40.2,-0.4,0,0,40,0,24.79,-25,1,5914,3784,0,Unit,10,10.5,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,259.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,154438,64.795,0,96,柳坪,柳坪,1
